ID	protein_1	protein_2	protein_3	protein_4	protein_5	protein_6	protein_7	protein_8	protein_9	protein_10	protein_11	protein_12	protein_13	protein_14	protein_15	protein_16	protein_17	protein_18	protein_19	protein_20	protein_21	protein_22	protein_23	protein_24	protein_25	protein_26	protein_27	protein_28	protein_29	protein_30	protein_31	protein_32	protein_33	protein_34	protein_35	protein_36	protein_37	protein_38	protein_39	protein_40	protein_41	protein_42	protein_43	protein_44	protein_45	protein_46	protein_47	protein_48	protein_49	protein_50	protein_51	protein_52	protein_53	protein_54	protein_55	protein_56	protein_57	protein_58	protein_59	protein_60	protein_61	protein_62	protein_63	protein_64	protein_65	protein_66	protein_67	protein_68	protein_69	protein_70	protein_71	protein_72	protein_73	protein_74	protein_75	protein_76	protein_77	protein_78	protein_79	protein_80	protein_81	protein_82	protein_83	protein_84	protein_85	protein_86	protein_87	protein_88	protein_89	protein_90	protein_91	protein_92	protein_93	protein_94	protein_95	protein_96	protein_97	protein_98	protein_99	protein_100	protein_101	protein_102	protein_103	protein_104	protein_105	protein_106	protein_107	protein_108	protein_109	protein_110	protein_111	protein_112	protein_113	protein_114	protein_115	protein_116	protein_117	protein_118	protein_119	protein_120	protein_121	protein_122	protein_123	protein_124	protein_125	protein_126	protein_127	protein_128	protein_129	protein_130	protein_131	protein_132	protein_133	protein_134	protein_135	protein_136	protein_137	protein_138	protein_139	protein_140	protein_141	protein_142	protein_143	protein_144	protein_145	protein_146	protein_147	protein_148	protein_149	protein_150	protein_151	protein_152	protein_153	protein_154	protein_155	protein_156	protein_157	protein_158	protein_159	protein_160	protein_161	protein_162	protein_163	protein_164	protein_165	protein_166	protein_167	protein_168	protein_169	protein_170	protein_171	protein_172	protein_173	protein_174	protein_175	protein_176	protein_177	protein_178	protein_179	protein_180	protein_181	protein_182	protein_183	protein_184	protein_185	protein_186	protein_187	protein_188	protein_189	protein_190	protein_191	protein_192	protein_193	protein_194	protein_195	protein_196	protein_197	protein_198	protein_199	protein_200	protein_201	protein_202	protein_203	protein_204	protein_205	protein_206	protein_207	protein_208	protein_209	protein_210	protein_211	protein_212	protein_213	protein_214	protein_215	protein_216	protein_217	protein_218	protein_219	protein_220	protein_221	protein_222	protein_223	protein_224	protein_225	protein_226	protein_227	protein_228	protein_229	protein_230	protein_231	protein_232	protein_233	protein_234	protein_235	protein_236	protein_237	protein_238	protein_239	protein_240	protein_241	protein_242	protein_243	protein_244	protein_245	protein_246	protein_247	protein_248	protein_249	protein_250	protein_251	protein_252	protein_253	protein_254	protein_255	protein_256	protein_257	protein_258	protein_259	protein_260	protein_261	protein_262	protein_263	protein_264	protein_265	protein_266	protein_267	protein_268	protein_269	protein_270	protein_271	protein_272	protein_273	protein_274	protein_275	protein_276	protein_277	protein_278	protein_279	protein_280	protein_281	protein_282	protein_283	protein_284	protein_285	protein_286	protein_287	protein_288	protein_289	protein_290	protein_291	protein_292	protein_293	protein_294	protein_295	protein_296	protein_297	protein_298	protein_299	protein_300	protein_301	protein_302	protein_303	protein_304	protein_305	protein_306	protein_307	protein_308	protein_309	protein_310	protein_311	protein_312	protein_313	protein_314	protein_315	protein_316	protein_317	protein_318	protein_319	protein_320	protein_321	protein_322	protein_323	protein_324	protein_325	protein_326	protein_327	protein_328	protein_329	protein_330	protein_331	protein_332	protein_333	protein_334	protein_335	protein_336	protein_337	protein_338	protein_339	protein_340	protein_341	protein_342	protein_343	protein_344	protein_345	protein_346	protein_347	protein_348	protein_349	protein_350	protein_351	protein_352	protein_353	protein_354	protein_355	protein_356	protein_357	protein_358	protein_359	protein_360	protein_361	protein_362	protein_363	protein_364	protein_365	protein_366	protein_367	protein_368	protein_369	protein_370	protein_371	protein_372	protein_373
474	0	10	3	18	9	17	21	0	0	0	14	22	0	19	17	21	0	6	13	0	12	3	5	16	1	0	17	16	8	0	26	24	14	0	0	16	14	22	8	0	10	38	18	6	0	0	24	0	0	12	10	19	29	0	3	4	17	11	11	2	23	14	19	0	19	0	17	10	14	18	24	11	11	0	0	25	19	11	16	18	0	14	20	16	0	0	7	17	18	0	0	0	11	23	18	0	0	3	7	32	11	6	0	0	14	0	0	0	22	0	0	7	26	4	10	22	6	18	18	0	16	26	34	14	8	25	0	11	0	13	22	17	20	0	15	0	9	0	0	25	24	10	15	12	14	17	0	18	21	0	18	21	0	0	24	0	14	12	20	17	3	0	21	14	0	12	13	7	15	0	0	7	12	0	5	23	21	0	12	18	15	0	24	22	0	28	0	32	28	12	15	23	20	0	10	18	14	7	19	8	16	13	16	6	24	23	16	5	16	0	15	0	8	13	0	0	9	0	15	19	20	12	0	15	9	0	13	11	19	0	21	14	13	7	0	16	7	8	36	26	24	0	21	10	0	0	8	13	12	19	13	0	14	0	12	25	12	15	22	15	11	13	8	13	0	0	0	15	7	22	22	17	0	0	25	0	11	0	0	0	4	0	20	7	19	17	19	0	15	30	20	23	16	13	0	17	0	0	17	28	20	15	23	0	0	15	23	0	6	20	3	0	6	13	17	6	0	26	12	24	11	0	0	18	11	18	6	18	17	6	0	15	5	6	0	10	13	23	17	4	0	21	20	11	11	12	15	9	7	21	25	19	0	9	13	0	5	14	0	8	26	10	12	12	32	29	12	15	13	0	31	20	0
475	13	15	12	4	13	25	34	0	10	0	4	11	22	17	11	18	17	0	12	6	23	0	23	26	3	12	20	22	10	0	8	0	25	0	25	14	12	13	0	0	22	0	0	18	12	2	15	10	21	23	0	13	17	0	0	15	0	0	22	8	21	11	18	7	19	10	14	13	0	19	22	27	0	10	21	0	16	6	3	15	9	0	0	14	12	0	0	11	20	0	15	8	23	16	0	9	4	0	0	13	7	1	0	23	8	21	7	15	20	22	12	22	21	15	14	0	15	23	18	15	12	0	0	20	0	16	5	0	14	21	12	1	12	22	6	14	0	0	27	19	11	8	15	21	0	20	0	16	0	0	22	23	25	14	20	17	0	0	16	0	10	0	12	14	19	7	4	1	14	0	29	0	16	13	21	28	16	16	0	0	26	15	19	21	17	29	22	8	22	17	30	0	13	23	18	13	15	15	0	0	0	0	0	21	7	15	7	0	15	9	5	16	0	0	12	14	17	14	18	0	28	15	30	6	22	12	9	15	25	12	0	0	16	4	0	10	0	0	8	0	0	0	11	14	9	10	16	20	12	22	15	12	10	10	6	17	0	17	28	11	18	30	10	14	19	25	20	7	18	3	0	0	13	30	0	0	22	19	24	19	21	6	16	0	21	15	18	0	19	19	22	0	0	21	5	0	10	9	21	14	14	8	11	18	13	26	0	15	15	10	7	16	28	13	18	0	26	12	13	4	13	0	17	17	24	12	13	22	17	0	13	0	0	14	8	0	10	12	14	10	15	22	0	6	0	12	27	3	13	0	0	13	16	21	7	0	0	0	17	8	18	13	12	9	7	24	3	14	18	0	0	0	39
476	6	13	22	18	15	3	0	20	0	14	0	26	21	0	5	0	8	0	10	16	11	21	23	9	22	20	8	15	15	0	22	16	5	13	12	24	11	11	13	16	7	0	22	0	0	20	22	19	0	14	0	0	19	0	15	21	10	7	23	20	8	17	0	27	3	13	4	8	16	0	18	4	4	12	0	8	18	12	19	5	14	12	8	4	14	9	0	13	21	16	21	26	18	0	14	14	0	2	17	18	2	7	14	8	0	0	30	6	14	16	21	0	14	0	17	0	0	7	10	16	14	13	14	0	0	16	0	16	24	0	0	0	0	4	21	0	23	11	20	0	0	36	0	0	0	0	12	22	0	26	15	19	12	4	24	15	0	0	8	19	0	21	15	19	3	18	24	22	14	17	16	13	0	22	11	33	20	26	12	17	9	6	0	25	0	9	20	11	17	0	20	9	15	29	15	11	6	10	0	21	16	5	12	23	2	11	32	7	27	19	14	19	21	0	10	8	25	20	24	12	0	19	8	0	0	0	0	0	18	18	20	0	11	0	0	12	0	15	11	11	24	11	6	0	11	0	11	0	24	0	9	15	16	0	13	9	9	0	0	14	0	0	17	11	8	0	12	0	14	4	14	14	0	0	15	32	9	3	12	19	1	15	13	15	20	12	5	9	24	0	0	0	13	13	21	0	13	20	7	12	10	5	28	0	0	26	9	22	0	17	14	9	10	0	22	0	12	14	23	4	16	4	0	6	0	17	12	16	18	18	10	7	11	26	10	26	15	22	23	0	6	11	24	26	15	15	0	0	17	30	21	19	15	0	20	19	14	0	20	0	10	24	18	0	21	8	19	8	12	12	13	0	17
477	21	7	0	13	19	11	21	21	0	27	0	13	4	8	15	0	11	3	22	0	18	21	3	16	16	15	15	12	4	10	28	12	23	0	0	18	10	13	13	23	18	13	0	25	6	22	0	4	16	13	15	18	14	0	11	8	0	19	19	0	5	9	26	0	14	0	17	14	26	17	9	0	24	24	10	25	17	10	18	0	0	5	2	0	13	0	17	16	0	22	0	25	15	28	19	9	9	0	0	20	0	14	0	9	0	17	0	2	19	15	17	23	11	0	12	14	0	15	18	10	0	25	16	9	24	0	23	0	0	27	12	16	26	8	10	10	10	15	15	0	0	23	0	0	21	0	23	19	0	0	0	12	0	0	0	0	21	20	9	20	9	0	11	18	18	0	13	1	21	16	16	14	10	0	16	11	14	11	30	0	18	32	14	0	0	16	0	13	0	16	24	9	27	12	13	8	10	7	22	15	30	18	11	0	0	24	12	20	16	0	21	0	13	19	0	19	19	18	5	16	29	0	13	16	28	0	20	14	4	0	27	0	17	6	0	2	0	11	0	0	15	0	12	0	19	13	11	0	11	0	14	11	27	0	0	19	5	0	10	0	8	16	13	4	0	0	23	22	2	22	25	10	8	17	9	5	0	0	0	20	10	12	6	22	35	26	0	21	15	0	16	10	20	0	17	24	11	18	12	16	17	11	6	14	21	13	22	16	16	7	0	25	0	22	10	23	0	27	21	2	20	0	0	0	22	24	20	15	18	4	9	5	18	10	0	21	13	21	0	0	0	20	27	21	26	23	0	17	0	10	4	15	0	0	16	0	9	11	15	0	16	3	23	10	4	28	0	15	11	9	12	16	23
478	24	7	18	10	0	0	16	20	0	5	8	17	25	16	2	23	0	8	13	13	13	15	28	4	0	0	0	17	8	13	22	16	14	17	7	16	20	15	24	0	34	13	23	12	18	0	15	4	0	13	23	16	27	0	11	15	19	29	13	14	16	19	0	0	22	2	15	25	7	0	18	0	27	13	0	11	15	23	4	24	23	0	0	5	7	0	25	27	17	13	22	0	18	27	11	12	7	0	15	0	11	22	0	0	0	11	26	5	17	0	7	0	16	0	21	21	14	8	10	22	20	22	0	10	24	0	15	22	11	22	13	2	0	0	15	13	15	0	0	10	20	11	17	23	27	0	10	20	22	19	0	10	23	0	0	4	19	0	18	17	12	0	18	25	17	8	0	14	0	0	0	18	15	5	0	0	16	24	17	17	9	15	17	24	17	12	27	13	0	5	13	4	17	0	13	8	15	15	14	20	8	14	0	25	9	13	10	0	8	6	9	12	17	0	11	0	18	0	21	0	15	15	21	0	29	26	0	20	0	0	7	13	0	0	0	14	7	0	5	25	10	5	16	12	8	0	0	3	1	0	6	21	20	9	17	0	4	0	16	0	22	25	0	19	0	2	23	0	0	0	18	6	0	22	13	17	25	4	4	0	27	9	15	0	0	13	27	16	0	25	19	18	11	0	6	14	0	14	2	24	9	0	14	21	18	21	4	14	0	7	14	19	12	16	0	10	9	14	20	7	11	0	0	20	24	19	21	26	9	0	10	0	0	17	0	20	18	13	7	12	16	0	13	6	0	0	0	9	0	23	0	0	21	15	14	23	6	14	10	18	12	18	16	4	17	9	19	0	0	19	0	19	14
479	25	0	13	15	0	18	17	15	13	10	23	0	17	20	0	11	17	14	14	0	21	25	7	7	18	16	0	24	0	0	18	21	0	0	0	0	11	24	0	0	11	17	19	22	0	11	10	12	9	0	0	11	12	8	14	15	0	15	13	8	0	19	18	18	16	21	0	0	27	8	5	20	0	0	20	17	14	17	27	11	20	14	13	10	22	0	19	0	23	18	19	17	16	28	15	6	14	15	0	21	18	0	17	17	13	0	21	11	0	15	0	0	17	0	11	0	9	0	22	0	21	16	7	17	30	19	5	4	12	15	6	13	6	10	23	0	18	16	24	0	12	15	12	0	23	16	13	15	3	20	20	0	5	15	5	6	17	27	0	12	21	14	0	17	13	0	9	0	0	13	14	11	0	3	0	4	0	28	14	17	7	7	31	19	26	15	17	7	22	25	15	22	13	0	25	23	0	16	0	0	20	11	16	0	19	25	15	11	19	18	16	8	6	26	20	3	10	11	0	19	17	0	0	20	0	16	20	0	27	4	15	17	16	13	7	21	0	8	17	15	15	0	21	0	0	17	8	12	17	23	16	6	12	13	17	12	16	0	0	20	0	8	0	24	11	13	26	29	0	17	7	8	0	0	6	10	0	14	0	0	0	24	0	22	0	15	20	18	23	16	2	0	23	12	11	13	11	0	19	0	20	27	0	17	4	0	10	8	18	1	6	0	0	13	18	20	17	6	0	0	0	0	22	17	12	0	20	0	0	35	0	6	6	0	8	4	7	0	14	0	12	19	0	0	0	0	17	20	16	0	12	17	16	30	0	14	0	0	25	0	12	13	0	10	23	0	21	0	8	8	13	17	0
480	7	16	23	0	13	28	16	11	3	8	11	19	7	15	22	19	30	2	21	3	17	10	13	0	18	0	0	0	13	16	13	0	12	14	23	19	5	0	6	21	19	19	8	10	12	0	0	20	22	0	0	7	0	23	15	26	0	0	0	10	0	6	1	16	0	2	0	8	18	5	0	14	3	13	15	0	9	13	28	24	13	19	19	0	1	14	26	10	18	12	12	15	18	26	14	16	0	20	15	26	23	0	9	18	6	24	0	0	0	22	11	14	20	18	4	9	15	19	8	8	11	19	3	0	8	0	0	18	8	0	24	10	19	18	17	10	10	0	20	24	15	0	18	7	11	18	9	0	11	16	0	14	15	22	26	11	7	0	15	16	10	21	8	16	10	22	26	20	24	0	18	6	9	25	13	5	11	20	2	7	0	14	0	0	0	21	0	29	13	15	0	32	4	0	3	13	3	0	0	0	20	0	20	17	0	25	17	0	16	0	17	19	25	0	0	9	0	3	13	18	23	0	0	0	11	20	0	0	13	0	28	0	0	0	6	15	21	2	11	20	17	11	0	20	0	0	0	0	15	0	27	0	22	5	12	16	0	2	0	13	0	14	9	16	23	6	11	1	9	23	0	18	0	0	7	3	1	25	9	0	0	0	6	0	10	19	11	0	0	0	0	0	29	16	0	24	6	9	26	0	11	0	13	0	0	16	10	3	0	23	10	0	9	16	12	19	26	18	5	9	16	15	17	14	21	17	20	14	24	5	0	0	18	16	8	5	20	13	18	17	26	3	17	21	18	0	10	10	13	7	20	15	0	15	19	0	20	0	26	19	3	0	0	8	23	2	0	0	12	1	25	0	12
481	22	15	0	16	0	25	15	23	15	22	24	0	6	12	0	1	9	16	0	15	19	0	20	13	17	0	0	0	24	20	0	18	0	15	18	0	17	12	17	11	11	7	0	32	17	14	18	2	19	20	10	16	18	16	0	14	0	8	18	10	13	19	21	15	9	0	13	9	0	10	8	0	1	7	22	14	13	20	16	5	24	23	16	14	1	12	27	17	18	24	0	20	29	20	22	13	0	24	15	0	20	0	19	10	25	11	0	17	7	0	0	12	13	16	0	23	4	12	0	14	17	0	8	8	13	0	12	11	2	16	18	7	0	14	0	23	26	25	22	12	15	0	20	0	0	0	21	0	12	14	16	0	29	20	0	0	12	16	0	0	4	24	0	7	17	18	14	9	8	2	19	0	0	20	18	25	13	25	23	4	17	0	12	15	16	20	20	29	2	3	16	7	0	12	22	0	20	1	0	32	26	17	9	0	23	7	0	0	2	13	11	18	0	0	18	4	15	15	0	15	0	23	28	6	5	13	16	0	8	12	0	13	0	22	0	0	16	15	21	15	0	1	28	21	10	0	2	22	15	0	24	0	8	16	6	19	11	7	11	8	0	18	13	0	8	0	0	1	16	21	7	20	9	11	5	20	20	25	9	6	4	0	12	17	16	18	17	2	0	14	16	0	9	11	9	11	14	18	25	30	27	8	20	6	0	0	14	19	28	7	23	0	13	21	10	18	0	0	0	9	0	7	9	18	13	16	23	2	11	10	22	10	26	0	19	0	0	10	0	21	15	23	10	28	25	13	7	12	12	14	17	5	2	15	9	0	22	6	24	13	0	21	10	2	21	15	12	18	0	9	0	10	24
482	0	0	1	10	9	15	11	24	15	23	12	24	14	0	2	0	12	0	18	0	0	0	17	16	32	17	21	11	0	6	12	7	7	16	18	0	0	0	16	0	13	14	0	7	16	4	9	22	26	0	17	22	0	15	14	0	16	3	12	0	18	6	5	17	21	0	0	20	0	12	18	15	25	0	5	0	10	20	17	1	20	16	4	0	0	19	14	22	5	19	16	27	0	14	8	4	13	0	21	19	4	20	17	14	0	15	31	11	3	0	21	5	14	11	14	0	7	14	10	0	21	23	16	21	24	25	13	23	19	0	0	21	17	15	14	0	23	18	17	17	14	0	24	0	0	10	0	0	16	11	15	0	0	0	25	23	14	29	0	27	12	19	0	5	13	16	15	0	0	11	16	6	12	22	13	0	18	0	14	27	0	23	13	0	0	10	23	14	8	16	0	21	20	10	13	0	0	12	15	0	0	19	0	25	24	20	0	0	18	21	0	10	22	0	16	21	0	10	10	0	29	0	0	11	21	21	9	7	8	20	21	0	8	22	25	21	3	0	0	18	13	0	0	0	0	14	12	0	28	0	0	5	15	21	22	19	18	14	13	17	28	20	0	22	18	17	20	13	0	0	0	20	20	15	21	6	11	6	24	21	0	13	23	12	15	26	13	15	20	0	19	4	0	0	0	13	0	0	15	10	13	12	20	6	5	1	8	0	19	0	16	8	15	0	4	0	0	4	13	3	0	0	0	18	21	10	0	11	24	7	0	29	19	8	0	25	17	9	32	0	0	3	11	11	1	6	7	14	12	0	0	2	10	13	21	16	1	10	0	12	6	19	5	24	15	0	26	15	8	20	19	9	0
483	12	0	14	0	8	12	16	8	0	9	0	0	0	16	0	0	15	1	9	0	19	26	0	19	12	0	25	12	6	23	9	20	4	5	0	0	2	11	0	8	14	21	20	15	17	15	22	18	16	0	0	11	11	14	12	1	0	0	16	22	13	19	13	21	16	14	5	26	10	23	27	10	0	20	0	0	10	0	12	7	12	25	14	23	31	16	21	7	15	25	18	16	11	16	14	19	18	0	19	11	3	0	0	12	0	7	0	22	18	25	10	0	15	0	0	23	9	19	5	20	32	0	11	0	19	10	23	13	0	15	0	18	17	15	0	0	24	16	0	0	6	15	7	19	0	15	0	11	4	15	26	0	20	8	19	11	21	0	7	0	17	0	0	8	0	5	21	19	19	0	0	0	16	0	14	0	19	19	8	10	28	6	20	9	0	4	21	0	0	12	7	0	21	15	11	21	13	25	4	24	15	23	14	5	15	24	4	19	15	0	10	20	0	5	23	22	21	19	6	13	16	16	20	1	9	0	24	25	20	11	0	7	16	27	19	26	18	8	19	0	28	0	20	0	11	0	0	10	20	11	7	16	28	0	13	0	17	0	0	13	14	0	4	16	0	16	3	15	19	0	16	21	11	0	17	17	0	7	1	22	24	15	11	25	6	2	17	10	12	16	19	0	3	9	11	13	17	21	19	0	10	11	16	0	24	3	19	15	12	10	5	0	15	11	20	15	0	21	18	0	15	24	6	0	16	12	28	14	5	18	10	1	11	11	13	9	20	20	0	23	16	14	12	8	13	8	19	0	8	8	6	18	13	8	15	0	0	5	8	15	13	0	15	0	29	0	0	0	0	10	9	14	14
484	19	6	0	0	22	20	0	20	0	14	9	5	17	17	19	12	19	0	22	0	0	0	9	9	3	0	0	24	25	0	0	13	0	0	0	0	12	17	18	10	18	16	12	19	9	23	4	8	19	27	0	21	0	0	0	15	23	18	0	23	6	6	0	24	0	20	16	0	15	0	19	18	15	13	10	14	22	15	0	30	15	13	14	18	12	19	13	14	12	15	7	16	0	0	31	0	0	17	0	15	0	10	20	19	24	14	9	16	8	2	0	7	19	20	0	22	16	17	0	0	22	11	14	17	13	0	24	3	7	22	28	19	19	13	14	0	12	0	0	17	7	6	17	20	20	0	13	7	13	24	23	8	0	18	16	15	0	0	17	16	15	22	14	14	15	26	20	16	0	14	0	6	11	6	6	14	14	0	21	19	15	10	0	0	0	17	16	18	0	0	10	0	14	10	10	15	20	12	16	8	9	16	15	10	12	17	21	25	3	26	18	20	21	13	24	17	8	19	28	13	10	11	21	17	0	2	0	12	7	9	0	0	18	0	14	18	14	0	0	10	0	14	0	19	19	10	0	0	0	0	18	22	32	23	7	13	7	17	26	0	0	18	7	29	8	0	18	0	14	0	0	10	15	0	19	20	8	10	9	11	5	28	15	21	26	18	15	26	0	0	0	19	25	16	25	27	28	0	0	13	11	3	23	27	12	5	2	18	19	37	20	12	20	0	16	18	19	18	24	0	33	0	9	19	0	23	15	13	10	7	0	0	15	19	0	3	0	0	9	0	0	0	5	13	10	10	17	5	18	19	5	0	19	0	0	19	0	10	20	11	16	12	0	11	15	19	16	17	0	22	0	5	13
485	17	23	21	14	16	10	11	23	0	9	31	22	15	27	4	0	1	12	0	12	15	0	11	5	7	9	0	20	16	22	12	0	0	10	12	6	0	13	22	11	11	20	19	16	0	0	22	17	0	0	10	20	0	16	33	20	19	14	15	0	25	3	0	17	0	17	0	7	0	11	14	7	28	34	0	0	5	15	0	28	21	0	22	21	21	10	13	11	27	19	20	9	11	17	10	7	22	22	0	12	0	26	19	14	0	7	13	5	18	16	20	29	18	19	12	24	20	3	26	21	33	23	0	0	0	0	8	33	15	15	0	31	7	4	19	21	0	0	19	9	18	12	5	9	11	0	19	7	0	0	12	15	26	18	28	0	0	6	7	0	9	19	21	0	0	8	0	11	7	25	18	0	15	0	0	14	15	29	15	3	27	0	18	6	7	21	15	4	19	15	14	0	0	0	13	9	0	13	0	10	19	22	0	20	21	18	0	27	13	1	27	20	16	16	13	20	16	0	0	22	7	15	0	17	0	0	16	22	22	12	0	20	0	26	0	0	6	21	11	3	20	16	11	19	14	0	14	20	2	27	20	13	19	34	0	12	0	12	21	0	13	0	17	14	4	0	21	0	10	7	12	12	24	0	18	21	23	0	20	19	20	19	11	0	11	0	11	19	7	21	11	6	0	17	18	10	12	10	18	0	17	13	16	17	29	1	17	4	21	0	21	2	19	0	11	0	10	12	0	23	0	0	0	20	19	26	10	0	0	23	22	0	15	5	12	23	0	12	9	18	18	23	5	21	26	0	27	10	13	12	5	24	20	39	20	7	24	26	3	18	9	0	12	0	5	10	13	10	18	27	25	16	8
486	29	20	21	21	27	2	18	0	0	24	27	0	23	0	6	0	10	10	25	20	4	13	0	22	23	11	22	9	15	7	22	21	11	0	18	9	12	8	8	0	4	23	0	2	0	9	1	17	13	0	20	15	0	10	0	0	24	0	17	0	11	26	8	14	15	9	24	27	0	5	15	6	17	18	30	0	13	16	16	0	22	19	18	12	17	0	14	19	3	16	20	0	12	0	13	2	21	17	0	5	16	19	10	11	18	16	17	19	20	12	2	18	17	15	0	14	13	9	2	11	17	18	19	27	0	2	20	0	0	0	26	0	0	0	21	20	0	18	13	20	19	1	0	0	14	0	4	21	19	0	10	0	0	12	10	0	1	12	4	22	26	3	16	0	11	19	20	12	0	0	8	0	5	8	3	21	12	0	13	22	12	12	20	12	0	24	24	20	20	0	19	18	8	0	16	15	0	32	21	20	19	0	21	3	21	0	0	22	8	8	0	1	21	0	9	20	24	19	22	11	18	15	11	4	16	2	0	16	16	0	10	17	11	10	25	28	19	0	18	10	0	7	16	14	0	14	5	7	11	12	16	14	14	11	14	7	0	0	18	0	12	0	0	14	10	0	21	0	0	0	0	13	0	13	11	0	0	11	10	9	12	0	32	11	8	1	15	21	26	29	17	1	14	0	15	20	21	2	0	4	21	14	5	0	14	0	0	4	22	11	0	15	8	9	22	25	9	17	18	13	0	18	0	13	23	28	15	0	16	23	19	20	10	12	24	14	16	0	17	0	3	26	24	14	0	19	18	13	0	22	6	17	18	15	19	0	0	5	25	6	17	16	0	0	3	21	0	12	2	18	29	9	18
487	18	12	18	0	25	10	28	10	19	15	14	0	22	15	28	0	0	9	15	11	10	17	8	7	20	27	17	4	28	0	19	16	9	10	20	0	17	0	14	4	21	0	13	18	0	8	19	0	18	0	16	11	29	17	6	9	3	7	12	21	8	11	0	0	24	15	0	31	2	19	0	17	0	17	0	11	24	22	0	9	0	23	11	0	27	16	0	0	20	13	13	22	11	0	14	17	0	21	9	18	1	24	0	13	20	0	12	0	27	5	0	24	0	14	0	35	15	0	20	20	3	16	0	13	9	12	14	8	18	7	18	21	16	0	0	9	3	19	16	13	0	0	13	6	18	0	6	11	19	0	16	0	16	12	2	5	8	23	20	13	21	11	0	0	10	15	0	0	13	12	22	0	4	0	9	0	0	10	2	11	23	20	13	7	8	0	17	0	19	0	0	11	0	15	7	25	0	13	0	0	21	0	26	13	0	20	17	21	24	8	0	18	15	16	16	15	7	0	11	0	0	0	15	16	13	0	10	8	15	0	0	0	10	0	17	7	9	17	13	0	20	16	0	22	34	0	9	0	4	20	20	0	3	32	0	10	22	25	21	11	20	9	18	24	19	18	2	0	20	12	27	3	23	14	8	14	15	8	19	5	16	8	15	17	18	4	0	9	22	27	0	15	0	20	5	0	13	20	0	18	8	25	24	6	10	19	0	16	14	1	0	19	7	13	21	15	12	0	0	15	4	20	22	9	8	0	9	14	7	0	8	19	13	0	0	11	14	0	20	5	9	16	8	8	0	1	0	17	17	12	14	10	21	18	12	0	0	0	17	0	20	25	10	6	0	0	11	9	17	10	5	24	9
488	24	19	14	15	0	28	12	11	11	9	19	17	0	26	21	18	20	26	13	0	12	28	18	20	20	10	0	0	4	21	9	0	5	0	0	16	17	13	15	0	12	27	0	0	0	16	0	16	0	0	0	20	18	7	17	0	0	12	16	27	12	12	7	13	15	16	14	0	18	8	6	19	24	21	0	6	17	15	7	26	7	12	10	0	0	6	0	1	0	0	0	0	0	0	7	11	0	2	0	0	11	0	24	23	14	0	0	6	30	0	13	22	16	15	0	0	0	27	7	12	6	9	16	13	6	13	17	0	30	17	0	23	18	20	10	18	22	23	0	0	0	17	0	28	0	0	23	23	28	20	27	8	0	17	9	21	6	23	0	11	0	0	14	16	0	7	23	15	0	7	0	11	7	0	0	0	11	17	0	11	0	12	12	6	10	14	0	8	26	33	16	12	23	0	21	7	5	1	0	5	14	12	16	22	17	15	13	11	6	12	12	18	34	15	0	27	18	0	18	17	0	5	18	5	20	20	0	23	22	0	19	8	15	14	10	22	13	13	11	22	15	15	20	6	21	12	0	17	17	17	0	12	0	0	0	39	0	17	19	0	23	9	1	8	13	15	0	16	17	6	9	16	19	0	12	0	2	11	9	19	12	20	27	19	0	14	25	0	0	7	11	23	6	17	18	0	4	9	20	11	21	20	17	30	0	22	10	1	19	20	21	27	0	18	17	0	18	0	0	31	11	0	23	20	0	20	21	23	17	0	12	21	8	14	0	25	0	1	24	22	26	1	19	17	0	12	21	15	13	21	32	9	16	13	28	18	21	28	15	23	8	23	15	19	32	22	21	26	16	18	10	8	18
489	18	0	15	17	0	20	14	0	9	21	0	6	7	0	0	26	18	18	0	0	29	10	23	0	6	21	2	15	12	0	23	15	16	12	27	15	25	21	19	0	21	18	3	28	21	19	0	15	0	16	0	10	18	11	18	15	12	0	21	6	17	9	15	0	21	19	17	13	13	7	23	0	11	19	20	20	0	17	28	10	16	7	13	0	5	4	22	29	16	0	19	0	12	15	12	13	18	4	13	21	2	15	4	18	28	0	20	18	0	25	7	9	18	0	11	19	0	0	0	22	0	12	17	28	3	0	21	23	23	0	15	12	27	0	21	15	18	25	19	14	0	2	8	0	0	0	0	0	17	11	5	9	19	14	16	0	12	21	14	19	19	0	8	9	7	0	27	0	24	8	22	10	8	22	14	10	17	0	20	0	8	13	11	0	0	16	21	12	13	0	8	0	7	0	15	14	11	0	21	15	13	0	29	18	15	17	3	14	0	0	12	18	21	22	0	16	2	0	0	18	9	19	17	16	15	22	0	13	12	11	19	20	17	14	16	13	11	2	20	12	17	20	11	11	8	12	6	13	24	17	0	31	24	13	21	13	19	21	18	0	0	19	16	24	10	18	14	21	20	0	18	16	0	0	18	19	0	15	14	25	19	9	5	14	11	17	22	4	9	24	16	19	17	0	0	0	21	16	18	7	0	14	24	7	18	28	9	14	15	0	16	16	28	22	18	6	24	21	0	0	12	9	19	8	19	12	12	13	7	9	0	26	0	19	3	23	15	17	15	5	14	0	14	0	17	15	0	0	0	0	22	4	21	0	15	0	20	0	0	9	28	0	9	15	0	4	16	22	24	13	17	0	0
