ID	targeted_metabolomics_1	targeted_metabolomics_2	targeted_metabolomics_3	targeted_metabolomics_4	targeted_metabolomics_5	targeted_metabolomics_6	targeted_metabolomics_7	targeted_metabolomics_8	targeted_metabolomics_9	targeted_metabolomics_10	targeted_metabolomics_11	targeted_metabolomics_12	targeted_metabolomics_13	targeted_metabolomics_14	targeted_metabolomics_15	targeted_metabolomics_16	targeted_metabolomics_17	targeted_metabolomics_18	targeted_metabolomics_19	targeted_metabolomics_20	targeted_metabolomics_21	targeted_metabolomics_22	targeted_metabolomics_23	targeted_metabolomics_24	targeted_metabolomics_25	targeted_metabolomics_26	targeted_metabolomics_27	targeted_metabolomics_28	targeted_metabolomics_29	targeted_metabolomics_30	targeted_metabolomics_31	targeted_metabolomics_32	targeted_metabolomics_33	targeted_metabolomics_34	targeted_metabolomics_35	targeted_metabolomics_36	targeted_metabolomics_37	targeted_metabolomics_38	targeted_metabolomics_39	targeted_metabolomics_40	targeted_metabolomics_41	targeted_metabolomics_42	targeted_metabolomics_43	targeted_metabolomics_44	targeted_metabolomics_45	targeted_metabolomics_46	targeted_metabolomics_47	targeted_metabolomics_48	targeted_metabolomics_49	targeted_metabolomics_50	targeted_metabolomics_51	targeted_metabolomics_52	targeted_metabolomics_53	targeted_metabolomics_54	targeted_metabolomics_55	targeted_metabolomics_56	targeted_metabolomics_57	targeted_metabolomics_58	targeted_metabolomics_59	targeted_metabolomics_60	targeted_metabolomics_61	targeted_metabolomics_62	targeted_metabolomics_63	targeted_metabolomics_64	targeted_metabolomics_65	targeted_metabolomics_66	targeted_metabolomics_67	targeted_metabolomics_68	targeted_metabolomics_69	targeted_metabolomics_70	targeted_metabolomics_71	targeted_metabolomics_72	targeted_metabolomics_73	targeted_metabolomics_74	targeted_metabolomics_75	targeted_metabolomics_76	targeted_metabolomics_77	targeted_metabolomics_78	targeted_metabolomics_79	targeted_metabolomics_80	targeted_metabolomics_81	targeted_metabolomics_82	targeted_metabolomics_83	targeted_metabolomics_84	targeted_metabolomics_85	targeted_metabolomics_86	targeted_metabolomics_87	targeted_metabolomics_88	targeted_metabolomics_89	targeted_metabolomics_90	targeted_metabolomics_91	targeted_metabolomics_92	targeted_metabolomics_93	targeted_metabolomics_94	targeted_metabolomics_95	targeted_metabolomics_96	targeted_metabolomics_97	targeted_metabolomics_98	targeted_metabolomics_99	targeted_metabolomics_100	targeted_metabolomics_101	targeted_metabolomics_102	targeted_metabolomics_103	targeted_metabolomics_104	targeted_metabolomics_105	targeted_metabolomics_106	targeted_metabolomics_107	targeted_metabolomics_108	targeted_metabolomics_109	targeted_metabolomics_110	targeted_metabolomics_111	targeted_metabolomics_112	targeted_metabolomics_113	targeted_metabolomics_114	targeted_metabolomics_115	targeted_metabolomics_116	targeted_metabolomics_117	targeted_metabolomics_118	targeted_metabolomics_119
256	14	4	0	9	10	7	10	5	17	13	20	8	8	9	0	11	0	18	0	12	10	0	0	7	12	12	7	8	9	11	8	9	12	0	13	12	11	8	14	8	13	7	14	12	9	0	0	14	7	22	0	12	0	17	8	12	10	3	7	14	10	13	0	8	16	9	20	5	12	13	17	6	16	16	6	0	8	8	11	6	13	12	0	12	11	1	5	13	13	7	0	15	2	8	0	0	5	4	14	0	3	12	16	12	14	17	7	3	4	13	5	19	0	5	4	14	14	0	4
257	0	13	12	14	12	16	0	0	0	0	14	7	10	0	0	6	18	3	0	10	0	12	5	12	7	4	1	12	13	13	10	12	14	13	15	18	15	0	8	5	4	14	0	0	10	19	0	9	11	16	4	0	14	4	7	10	11	5	7	8	10	10	7	0	16	12	18	18	18	0	3	1	14	13	9	16	2	8	0	10	7	3	7	0	15	17	5	7	13	0	10	0	6	11	13	6	8	0	8	0	3	16	0	6	11	14	3	5	10	11	10	9	14	6	7	13	15	0	0
258	11	12	22	9	7	13	0	4	0	12	9	0	7	7	0	0	15	0	0	9	7	12	16	0	0	5	0	10	3	19	0	9	9	5	13	15	19	16	8	12	8	0	7	0	6	14	6	4	7	12	0	0	14	6	12	22	13	12	7	24	15	10	6	7	3	5	9	15	0	6	20	2	11	0	0	0	18	3	3	9	7	14	12	10	0	11	14	0	8	5	13	13	5	13	13	0	9	10	13	7	11	5	0	5	20	7	0	4	14	12	0	4	9	8	4	23	12	16	9
259	8	7	6	5	10	13	0	6	0	8	2	14	7	11	9	11	6	16	16	0	9	0	17	0	21	10	12	6	0	12	9	4	17	16	0	6	14	11	8	0	18	10	0	13	8	4	16	0	12	1	20	8	9	0	18	6	13	8	10	0	11	13	9	8	6	14	17	6	0	2	17	7	2	0	8	0	0	0	13	5	14	0	20	10	2	13	4	13	0	13	11	0	10	0	0	7	7	3	13	0	0	25	0	11	11	8	15	19	0	1	7	6	1	0	0	21	0	12	13
260	15	18	3	15	12	0	16	15	3	1	5	9	10	3	5	7	11	13	0	11	0	6	14	5	6	9	11	6	14	0	5	6	0	8	18	0	13	17	8	15	0	15	0	0	0	0	13	6	14	8	12	7	22	13	9	17	14	2	18	15	14	5	0	12	27	7	0	6	7	15	8	0	3	15	11	9	12	0	10	0	0	14	3	0	6	7	9	6	8	10	9	9	3	16	16	10	13	16	4	14	8	21	1	6	13	0	10	17	12	0	12	5	11	6	7	0	3	1	15
261	17	7	0	4	0	10	18	13	15	13	8	20	10	5	13	7	15	13	15	16	6	12	7	14	11	19	2	2	12	7	16	0	0	10	5	14	10	13	6	13	0	11	2	5	10	4	0	1	16	0	0	2	3	0	9	9	6	5	19	5	13	19	12	18	23	0	14	9	10	9	6	8	12	0	14	0	15	13	11	0	15	12	12	0	6	16	13	8	7	10	4	19	13	5	9	11	6	14	9	14	0	0	20	15	6	0	15	10	15	15	5	4	0	0	11	1	15	19	7
262	6	12	4	11	6	10	11	8	8	1	13	5	16	10	3	12	16	8	1	3	10	10	14	2	4	0	14	17	0	10	5	13	0	5	6	8	0	7	7	10	10	7	15	5	0	0	13	13	0	13	11	7	5	9	15	18	11	0	12	15	12	7	0	0	10	15	11	10	12	8	9	9	12	10	0	0	5	6	15	0	10	14	9	7	4	8	11	3	12	9	10	10	10	12	2	2	15	7	0	14	14	0	11	7	0	8	8	14	6	10	9	0	15	23	9	10	14	8	12
263	0	0	8	0	0	8	10	12	11	6	4	0	12	13	8	15	1	11	9	8	14	7	15	2	8	6	8	16	14	4	12	0	11	7	14	6	12	14	0	0	11	2	14	16	0	4	0	14	11	13	12	18	14	18	1	11	14	15	18	0	9	1	18	22	12	10	9	10	14	15	10	5	10	0	5	0	12	10	14	13	11	7	0	0	0	18	13	14	8	13	14	7	6	6	11	8	15	18	0	8	0	1	8	0	13	0	0	10	10	8	5	0	15	0	16	12	8	22	14
264	6	3	11	0	4	0	6	0	9	0	13	16	0	8	0	0	0	14	3	0	8	0	15	15	15	10	10	8	0	11	11	0	9	6	11	13	7	15	8	0	9	4	11	6	10	0	4	16	14	0	18	2	7	8	4	15	7	17	1	6	13	10	0	10	0	0	3	1	6	21	12	22	15	8	0	12	7	14	3	20	10	12	0	5	11	12	8	13	6	8	17	8	0	0	0	0	2	4	8	11	10	17	9	0	14	15	7	12	12	0	14	13	9	15	0	0	0	22	2
265	0	9	14	11	8	9	12	16	7	1	18	9	13	12	8	0	3	10	22	5	0	0	0	11	9	0	22	9	0	0	7	9	17	0	9	7	10	0	13	7	0	0	13	10	20	0	0	11	12	0	13	12	17	0	16	11	13	0	11	17	4	12	8	3	14	0	0	10	10	16	18	1	12	0	0	0	5	5	16	22	8	8	11	12	8	9	9	7	2	0	11	11	11	0	9	0	4	13	19	0	11	13	10	9	8	0	20	10	0	0	5	9	11	4	4	0	0	0	2
266	15	9	0	4	12	13	7	11	6	10	1	3	0	11	17	13	7	12	6	0	4	5	7	16	15	12	13	0	9	21	17	0	15	4	6	18	5	3	17	0	13	13	11	15	0	19	0	17	5	5	2	10	11	8	13	0	13	7	12	12	0	16	11	7	0	19	15	8	12	0	8	17	5	17	0	9	1	16	10	0	7	17	15	5	0	2	12	7	9	12	24	9	15	14	0	2	12	0	13	16	11	14	11	0	12	0	21	10	20	6	17	0	1	10	0	0	0	15	15
267	14	8	12	10	19	12	7	0	20	5	0	5	12	7	11	4	11	10	16	7	17	5	8	13	0	21	11	19	10	15	0	0	14	10	5	8	3	12	13	6	10	0	15	9	4	0	9	11	12	7	0	9	7	13	11	11	17	12	14	7	0	10	15	0	0	22	10	13	20	0	13	19	0	2	0	9	15	9	10	3	4	17	15	15	3	9	15	4	20	8	10	9	0	9	12	12	8	0	5	9	9	12	0	9	12	4	12	0	10	7	2	5	11	12	11	4	0	15	8
268	16	0	0	6	13	15	8	6	0	4	10	12	6	10	8	12	7	13	1	2	1	9	15	0	7	0	5	17	15	7	6	6	0	14	18	13	14	1	8	2	0	11	5	12	0	7	6	13	6	0	18	1	6	6	2	15	0	7	14	13	0	14	0	14	3	9	9	13	0	12	6	0	4	11	0	17	5	12	11	22	12	0	0	12	10	10	11	5	12	0	1	0	13	14	6	1	0	11	17	3	9	0	7	7	20	12	0	13	0	0	12	8	7	0	0	14	5	4	2
269	8	14	0	19	7	9	14	5	17	13	17	13	5	9	8	15	7	0	9	17	6	16	21	18	0	12	0	0	10	9	0	0	7	11	5	5	17	12	8	8	16	0	12	7	10	13	11	16	3	10	6	0	8	0	9	7	6	18	9	7	0	10	13	20	14	10	0	11	0	11	0	13	5	13	11	23	14	11	0	12	0	6	0	8	0	10	3	6	12	0	17	20	7	8	13	9	0	14	17	11	0	0	9	0	7	8	0	5	13	12	17	8	7	6	8	0	0	5	4
270	0	7	3	2	0	9	9	0	7	7	0	0	0	5	0	11	10	13	5	6	0	13	8	0	16	8	0	0	8	9	10	10	11	14	16	5	0	10	17	17	9	15	15	8	3	19	0	7	17	7	1	9	14	3	15	6	13	13	0	6	13	0	4	13	10	3	0	0	11	3	12	0	6	8	5	2	5	11	0	11	7	0	6	5	0	11	14	0	0	12	0	21	6	7	0	22	12	0	7	8	5	21	10	10	4	2	17	11	11	4	9	6	11	8	2	18	13	8	15
271	7	11	0	0	14	14	0	8	10	0	15	10	16	8	0	7	10	2	6	12	14	8	6	0	7	19	4	0	0	15	0	4	7	0	14	8	12	0	9	15	16	12	6	11	1	6	5	12	12	3	15	0	12	15	0	13	12	2	14	16	15	9	7	14	9	0	7	6	0	0	0	0	1	21	0	13	8	11	9	10	6	4	0	0	14	15	21	10	6	7	7	7	10	9	3	7	0	8	0	0	20	9	7	7	0	0	10	3	16	11	12	8	7	9	0	11	9	21	0
272	17	13	8	14	14	5	0	12	14	0	0	9	5	15	6	13	12	0	5	5	7	12	2	11	13	2	20	10	14	7	12	0	0	13	16	6	0	6	11	16	10	0	7	0	6	9	9	5	0	9	0	15	13	11	11	0	2	12	8	7	14	15	8	1	13	9	5	0	0	0	11	8	0	5	17	9	0	0	3	13	8	5	0	13	11	3	11	6	11	13	11	3	11	0	17	18	14	0	0	5	0	0	14	10	17	0	0	0	10	0	8	0	11	4	9	0	12	13	13
273	10	14	11	13	11	7	13	0	11	7	0	4	23	6	6	7	11	0	16	6	12	0	17	19	12	9	11	11	0	7	12	11	5	5	0	0	18	0	0	15	14	1	3	21	12	11	14	3	3	11	0	10	0	13	9	0	6	4	0	18	4	8	9	16	19	0	16	12	4	6	4	6	7	0	13	13	3	11	10	20	9	13	0	13	17	10	11	13	14	1	19	7	0	8	11	0	9	9	2	15	0	9	0	14	8	19	10	17	3	16	8	0	18	5	13	11	0	13	0
274	0	10	7	14	0	0	0	0	8	0	0	0	15	10	10	0	0	10	12	4	0	0	5	0	6	5	10	15	13	10	7	7	15	6	9	5	4	1	7	0	0	0	10	13	1	5	3	14	12	11	12	10	0	10	17	12	0	9	11	6	9	11	10	0	0	0	0	10	0	11	14	0	0	17	8	6	16	0	10	14	4	4	10	16	5	9	6	15	8	12	9	10	7	16	0	0	7	6	14	3	16	14	18	16	7	0	20	10	9	12	0	10	5	19	8	13	13	11	17
275	0	0	0	16	7	2	9	12	0	0	4	0	2	5	5	12	0	0	2	0	0	6	0	13	16	5	6	0	0	4	13	0	6	0	15	8	13	0	5	2	16	10	9	9	12	9	14	15	14	12	0	7	6	0	5	8	16	1	21	2	10	0	7	13	7	9	16	11	8	19	17	12	7	4	9	0	7	13	5	16	9	6	9	16	0	9	7	10	3	7	8	5	19	7	14	23	0	7	17	4	11	3	6	13	12	9	0	4	0	8	0	0	6	7	12	10	12	12	2
276	0	0	21	13	21	12	12	7	11	7	2	12	13	0	10	15	3	18	0	9	4	10	9	12	0	0	14	14	13	11	5	10	14	14	25	11	0	0	6	7	6	16	14	15	13	17	0	5	6	10	14	4	15	11	10	9	0	15	13	12	8	9	3	11	0	17	0	4	7	0	0	15	5	13	8	18	10	9	20	5	3	15	4	15	16	0	0	12	17	15	9	7	3	6	14	0	7	14	2	10	0	8	14	13	11	20	12	7	6	10	15	13	5	12	11	13	18	11	14
277	1	7	14	8	9	6	8	9	10	0	11	3	6	7	0	12	15	0	2	0	7	19	0	11	0	2	15	12	0	2	4	0	0	0	18	7	11	9	12	14	18	5	12	9	10	10	0	10	0	11	0	0	10	14	12	5	8	0	3	16	1	2	0	9	0	11	2	15	6	24	9	6	8	11	5	16	10	17	1	16	19	5	4	17	15	13	3	15	20	11	15	9	17	12	6	18	19	8	18	8	10	0	6	9	0	12	13	0	11	9	13	16	3	18	9	16	6	11	9
278	0	7	22	4	8	11	4	3	15	0	7	6	3	7	10	13	0	0	4	13	21	6	3	17	11	0	0	0	9	5	17	6	8	0	15	0	4	4	7	0	4	17	0	11	0	4	5	0	12	0	6	9	6	6	6	14	8	0	17	15	16	10	6	3	0	8	7	9	5	7	3	19	0	15	5	0	9	11	12	0	15	15	14	0	16	7	8	9	0	8	3	18	19	0	5	0	20	14	12	2	10	11	18	17	0	17	15	14	10	0	0	6	12	7	8	0	7	0	0
279	4	7	8	2	17	10	8	9	5	5	19	0	15	2	5	13	11	4	11	0	14	12	0	4	0	27	4	8	0	17	8	9	8	21	21	13	5	0	11	3	21	13	0	5	0	5	15	6	16	0	16	15	6	0	0	9	4	11	8	6	24	11	4	4	0	5	12	14	15	7	7	15	0	5	3	14	0	5	10	0	6	0	0	1	12	12	15	0	6	15	19	14	22	10	15	19	0	3	3	21	1	4	9	13	21	11	4	5	16	14	0	9	7	14	13	5	14	11	0
280	4	12	9	13	0	0	6	0	7	10	10	9	0	13	3	9	10	5	18	21	8	0	16	10	7	5	9	9	4	7	0	8	6	0	18	19	0	13	8	0	7	5	19	0	8	7	0	10	0	6	9	17	1	11	0	3	7	26	0	5	6	9	11	12	6	19	20	12	7	14	8	0	8	6	1	4	19	6	4	0	15	11	17	4	9	12	14	4	6	0	16	9	4	4	8	0	0	8	0	12	15	9	16	0	12	2	12	5	13	0	0	8	10	0	11	8	5	9	9
281	0	10	0	14	0	19	10	14	11	18	11	20	0	8	4	15	8	8	21	15	12	15	2	7	14	14	0	15	0	9	13	20	11	13	16	10	0	16	6	9	19	13	8	8	16	1	10	2	6	13	11	0	0	22	11	2	17	7	16	0	10	12	0	13	9	19	18	2	2	10	11	0	10	9	8	8	13	16	11	0	15	11	10	0	11	0	14	3	10	8	5	16	12	2	6	10	0	0	2	15	9	13	0	16	16	7	8	9	7	8	7	11	4	8	8	0	12	14	4
282	21	0	18	8	7	20	14	10	4	0	6	0	7	0	12	6	6	11	10	0	10	9	11	0	11	14	6	9	20	13	11	15	16	5	4	10	0	0	19	12	18	11	10	14	0	15	15	8	6	13	9	11	0	10	0	0	4	5	0	12	13	0	5	0	11	10	0	10	11	1	0	9	4	0	9	8	5	0	8	0	0	10	11	11	18	1	0	17	1	12	10	8	2	11	5	6	12	0	9	3	11	7	9	7	13	8	0	4	15	5	0	0	16	16	14	19	7	17	18
283	7	13	18	7	11	9	0	0	13	9	9	0	0	0	4	3	15	13	13	16	6	14	9	6	1	7	7	0	16	5	13	5	0	3	10	15	9	0	4	9	3	15	5	11	0	0	15	3	10	14	11	17	0	10	8	14	7	5	14	10	15	15	7	0	0	8	0	10	13	3	12	12	14	0	20	17	11	9	17	6	13	0	5	12	0	5	7	4	5	13	12	6	9	1	13	0	0	0	9	10	7	0	11	20	12	18	2	0	5	0	2	9	3	3	12	18	10	7	17
284	14	0	12	17	12	14	1	5	12	2	11	0	13	16	0	0	13	10	8	5	13	0	7	15	9	12	0	11	13	17	4	0	13	13	7	15	0	7	0	0	12	22	16	11	7	10	12	10	8	5	10	9	7	10	0	4	16	9	11	18	4	2	24	9	12	11	0	10	10	16	7	10	13	13	10	12	4	0	8	0	14	11	10	13	3	5	13	0	17	0	12	0	9	15	0	0	14	0	11	9	9	10	8	11	17	0	13	6	0	0	2	15	12	7	8	15	5	0	4
285	10	0	6	0	6	0	9	12	23	5	9	3	5	17	15	6	12	17	17	10	7	3	4	10	8	9	7	15	10	7	11	0	17	9	0	12	6	10	0	8	12	11	6	0	0	12	17	7	0	12	9	2	10	0	0	0	13	5	0	9	8	12	19	2	14	0	13	13	7	0	9	8	1	0	0	5	8	10	14	1	8	0	6	1	3	14	6	13	13	8	14	5	12	14	17	0	9	13	10	14	14	9	10	9	0	0	18	16	18	5	11	10	6	0	5	1	16	10	8
286	7	11	0	13	6	8	14	0	9	0	6	10	9	6	11	6	17	15	6	6	6	10	0	1	6	5	9	9	12	0	0	13	4	12	6	7	6	0	0	2	5	9	9	1	13	0	7	12	11	8	0	15	0	14	0	5	10	0	8	11	9	2	18	11	0	1	11	14	11	9	4	3	7	16	22	12	12	8	13	10	10	17	0	14	3	14	10	0	0	0	0	16	17	8	15	8	6	14	0	10	0	16	6	10	12	6	9	0	10	3	15	7	8	9	9	7	11	7	6
287	0	5	0	11	14	0	0	15	0	16	18	21	17	14	10	7	0	0	3	2	12	14	14	5	12	10	15	8	0	0	14	19	11	0	10	18	11	9	18	9	0	5	13	11	11	10	11	2	11	13	11	17	16	10	6	0	17	18	18	12	12	0	0	12	8	7	0	18	0	13	13	7	3	5	8	10	18	0	10	9	14	7	13	10	18	0	15	8	16	1	9	13	9	10	13	7	9	4	0	0	0	10	0	8	9	10	6	0	3	1	9	17	0	3	0	3	9	5	13
288	0	10	8	7	11	7	0	0	7	0	8	11	2	8	14	10	16	0	15	3	0	12	9	7	6	12	24	0	11	11	10	15	15	22	8	10	14	5	0	0	6	13	10	13	11	7	0	15	4	19	7	0	12	0	11	10	0	7	9	15	15	0	9	8	10	1	17	10	12	8	13	4	0	0	5	9	6	0	0	10	17	6	7	12	9	6	11	0	0	11	3	14	0	1	0	22	13	19	8	0	9	0	3	9	5	10	0	6	17	14	0	12	0	11	6	7	11	7	12
289	0	7	10	4	0	13	11	4	15	14	0	12	4	0	0	0	12	3	11	18	14	2	0	7	10	0	0	16	6	0	7	3	4	16	0	0	0	13	2	13	0	17	6	18	11	11	6	1	7	0	11	11	7	14	11	9	6	0	9	5	11	11	6	11	4	7	8	0	6	2	0	5	13	18	12	12	22	13	19	8	13	10	10	0	15	17	0	6	21	13	10	0	4	13	11	8	9	0	0	12	15	18	0	2	0	0	9	0	7	6	11	10	1	1	0	11	5	5	0
290	7	11	15	0	0	0	6	15	6	4	0	0	7	10	5	10	18	7	1	18	9	6	13	6	7	11	6	0	14	15	8	0	0	5	10	4	9	12	10	5	2	11	17	13	7	4	9	4	5	0	8	11	5	5	0	9	5	8	5	10	0	0	0	5	0	9	3	2	9	0	6	13	14	5	10	18	0	12	9	0	15	18	18	20	17	13	8	8	14	2	17	12	9	0	0	15	3	5	18	10	10	6	7	4	7	9	10	16	0	6	11	15	10	18	0	9	14	8	8
291	7	9	12	0	14	12	1	0	8	0	10	11	0	18	6	0	15	0	17	11	13	16	0	1	0	6	11	12	12	17	14	0	15	12	10	1	5	0	0	8	0	11	9	7	0	0	8	7	12	10	3	17	0	2	3	16	0	11	13	10	5	14	18	0	15	10	0	11	0	8	6	0	4	12	15	7	2	10	7	13	4	3	7	13	0	20	0	13	5	10	4	0	5	12	17	0	6	12	13	5	16	0	14	11	9	0	19	14	2	0	11	13	0	7	4	9	15	19	0
292	0	5	5	4	7	14	16	15	13	11	22	0	11	11	11	5	8	10	13	0	10	10	11	19	3	18	0	7	5	0	10	5	3	3	0	9	10	0	14	17	4	12	10	0	18	0	16	11	18	3	0	9	13	0	18	5	16	0	2	11	8	9	12	0	8	5	10	9	0	13	10	13	20	7	6	12	14	4	7	2	0	0	15	22	10	9	0	17	0	20	9	19	9	11	10	9	9	1	11	5	18	14	9	0	13	1	9	14	10	8	7	10	0	13	12	16	13	0	10
293	19	0	12	8	7	15	9	15	15	16	0	8	13	6	7	5	10	14	15	12	9	0	0	3	12	12	6	7	11	2	0	13	0	18	11	0	8	15	6	12	16	0	0	0	17	0	15	7	10	15	9	5	7	7	0	7	0	16	11	8	0	12	11	13	18	7	0	15	5	0	16	10	17	0	13	13	7	11	11	0	0	1	8	21	0	13	8	0	8	15	8	14	23	4	5	6	12	0	16	10	13	6	6	9	10	0	4	13	16	0	4	0	6	9	20	11	16	8	1
294	21	4	0	7	8	17	3	0	10	7	7	21	6	0	0	3	10	1	5	8	18	14	8	18	7	0	14	14	12	10	0	11	14	6	10	0	0	3	1	10	15	9	0	10	8	9	0	0	6	7	8	0	10	3	13	0	10	6	11	14	16	0	0	17	0	14	5	19	7	8	16	5	12	11	15	14	0	8	0	9	5	0	3	14	17	5	10	14	18	9	6	7	11	8	11	0	0	9	3	7	6	11	12	12	2	0	19	17	0	12	14	13	6	17	5	8	17	0	4
295	15	15	11	9	11	14	17	0	1	13	7	13	0	0	6	0	7	0	4	9	0	12	7	0	12	10	0	0	0	12	0	7	11	8	7	8	0	15	0	10	6	13	15	13	17	5	14	12	0	0	7	7	0	8	7	0	14	13	8	10	14	10	12	14	14	0	13	0	9	7	8	10	3	0	15	7	0	0	0	8	15	10	0	3	0	11	18	1	10	0	7	16	0	21	9	6	12	0	0	0	11	0	6	0	9	8	0	6	5	21	6	6	1	12	10	12	0	8	10
296	9	12	7	10	19	4	0	2	17	0	19	0	0	7	0	0	7	14	0	11	16	4	8	0	14	15	0	8	8	0	12	6	5	0	14	0	13	8	11	14	8	15	16	12	0	9	10	10	7	0	1	13	6	8	5	9	12	7	11	13	0	6	15	10	10	11	6	4	6	10	16	7	4	0	13	13	13	6	12	4	0	11	14	19	17	8	3	0	11	0	14	6	3	13	0	14	16	11	15	14	13	2	20	10	13	8	18	0	16	7	0	4	15	11	2	12	15	7	6
297	0	14	15	10	1	9	7	11	17	15	9	0	6	18	9	4	0	17	0	5	14	8	14	11	14	14	0	6	7	10	12	4	1	6	14	16	8	0	16	4	4	11	9	2	12	9	0	8	0	11	7	10	0	17	3	12	0	13	0	7	6	15	7	8	7	19	10	10	0	17	7	10	0	0	8	9	4	13	0	14	12	2	10	12	0	22	15	7	0	8	17	8	0	6	0	0	12	8	0	14	7	1	14	11	12	0	8	9	6	8	12	0	9	13	16	4	7	14	4
298	6	10	7	8	10	5	0	8	12	11	8	7	9	12	12	12	12	14	0	0	15	10	13	14	12	9	4	0	5	14	9	4	10	5	0	7	13	0	13	15	19	11	12	1	4	5	13	0	0	14	14	13	15	9	0	2	6	9	9	19	0	16	10	8	12	9	3	4	0	19	0	6	19	0	0	10	0	10	1	10	0	11	16	5	13	0	11	9	12	10	15	7	10	0	15	0	4	0	10	9	0	11	0	8	16	0	6	8	16	8	19	0	9	12	7	13	19	2	0
299	5	14	4	17	0	11	18	4	6	0	10	7	8	13	0	5	9	6	8	10	10	15	11	8	8	14	13	4	0	9	10	5	12	0	13	6	6	3	0	8	0	4	13	7	9	6	11	17	6	18	8	12	11	18	6	15	12	0	9	11	14	25	7	1	9	12	15	16	12	6	16	14	0	0	10	10	14	2	0	5	10	7	11	9	0	15	7	8	4	6	19	9	0	7	0	6	8	4	16	7	3	8	0	13	0	15	13	0	12	6	11	12	9	0	0	0	11	0	8
300	13	13	2	0	14	13	0	7	8	5	13	3	4	10	10	7	3	11	11	13	10	0	0	13	16	8	10	14	1	9	10	13	15	8	17	0	0	9	0	12	2	15	0	8	9	0	8	9	11	19	12	17	0	0	11	0	9	0	0	10	17	14	9	3	7	13	3	11	10	11	7	0	7	0	0	9	0	8	0	12	0	0	3	17	18	0	16	4	9	10	7	5	8	6	14	0	12	0	17	8	0	0	13	14	13	10	0	0	6	0	0	4	10	0	16	7	11	18	4
301	5	12	18	6	13	18	0	10	6	12	11	2	0	0	3	11	9	11	13	11	0	7	15	12	8	13	23	8	18	22	8	10	1	0	0	0	0	6	18	2	14	9	6	15	4	10	19	10	0	0	8	16	17	18	5	14	15	0	10	16	11	0	0	5	16	5	9	8	17	7	5	0	4	0	16	12	0	11	16	8	0	10	11	6	0	0	14	18	15	11	0	11	0	14	13	0	13	8	9	2	18	3	8	2	4	9	9	9	9	13	1	0	0	5	16	0	17	5	0
302	1	7	2	10	10	7	13	4	0	2	18	7	7	13	7	0	2	8	16	8	16	5	7	3	0	10	10	16	10	7	13	18	9	0	14	5	6	8	1	0	0	10	6	20	13	12	4	0	0	0	10	9	13	3	0	0	0	18	0	8	5	6	13	12	6	21	8	10	12	21	5	0	15	7	12	10	10	7	14	6	12	6	13	0	5	5	18	9	1	6	10	8	21	0	0	15	0	11	0	15	19	13	14	17	15	6	7	13	9	18	11	10	12	12	9	15	8	0	3
303	7	14	0	14	9	12	7	0	15	0	1	16	8	7	6	9	16	0	13	6	15	15	2	6	15	19	1	0	1	8	10	0	6	16	14	4	4	9	4	20	0	14	3	2	12	0	0	13	12	8	9	0	9	0	0	13	12	0	15	12	0	8	17	9	0	7	16	10	8	0	10	3	0	10	11	9	0	0	17	10	0	0	0	13	9	0	0	0	0	15	3	2	12	11	0	10	6	18	7	7	16	12	10	0	17	12	10	15	16	11	6	7	9	5	10	0	0	9	9
304	8	19	1	0	5	11	5	3	2	10	4	17	14	11	0	11	2	18	8	0	16	8	9	12	12	21	9	0	10	10	9	0	14	0	11	7	11	0	13	3	9	13	0	5	7	0	4	12	20	0	12	12	10	4	0	10	11	19	9	0	7	11	12	13	1	23	7	14	10	11	0	13	0	7	19	6	13	4	0	13	1	11	0	16	0	0	0	15	17	4	15	9	15	0	10	0	7	10	12	12	9	14	10	6	0	17	0	0	7	13	0	0	8	0	14	12	0	13	14
305	8	6	7	5	8	9	7	13	7	0	12	0	6	1	0	11	5	12	0	10	7	0	11	3	13	1	17	9	8	12	8	8	19	17	1	9	4	17	15	16	0	3	6	9	6	17	8	0	6	12	19	0	10	14	4	0	4	2	13	8	12	13	13	5	0	11	0	0	0	6	9	6	18	7	0	6	13	13	3	10	0	14	7	12	10	13	8	5	17	12	12	7	10	0	8	9	18	0	15	13	12	4	14	8	12	3	0	6	11	11	9	13	11	14	8	7	15	18	4
306	0	9	6	4	0	2	6	17	0	0	0	4	7	14	6	12	19	0	9	4	14	1	6	10	0	14	6	0	0	2	11	10	20	11	0	19	10	0	0	12	11	3	8	10	8	0	0	10	17	10	14	7	12	13	2	18	5	0	14	0	0	0	11	0	11	16	0	3	12	0	8	15	10	10	5	6	0	9	15	9	2	7	11	0	9	15	8	7	5	0	14	8	10	16	8	14	0	5	0	8	13	8	9	6	17	13	3	17	5	14	12	2	9	8	14	0	0	0	7
307	12	5	10	15	14	7	0	8	12	12	4	0	12	7	12	0	0	0	3	14	17	10	9	4	6	5	0	0	0	13	4	17	0	11	17	0	15	16	0	15	0	0	0	7	6	13	12	0	13	19	16	10	13	15	10	0	10	14	6	18	0	15	4	9	4	0	8	0	17	7	4	9	12	4	0	10	21	6	6	6	1	15	12	11	0	17	11	0	0	9	13	10	12	11	0	0	9	0	0	9	8	12	11	7	0	0	11	10	13	14	16	8	7	0	5	15	14	13	10
